fold,sample_index,tissue_label,class_id,split
1,1689,Breast,3,train
2,2042,Liver,9,train
3,1596,Bladder,2,test
2,345,Breast,3,train
3,1871,Colon,5,train
2,1558,Cervix,4,train
2,237,Breast,3,train
3,1348,Bile-duct,1,test
3,2202,Liver,9,train
2,1466,Bladder,2,train
2,651,Breast,3,train
3,2170,Liver,9,train
3,2326,Pancreatic,12,train
2,506,Breast,3,train
3,2111,HeadNeck,7,train
2,1126,Pancreatic,12,train
3,2051,HeadNeck,7,train
3,93,Breast,3,train
1,2520,Testis,16,train
1,1787,Cervix,4,train
3,1679,Cervix,4,val
3,961,Uterus,18,train
3,133,Breast,3,train
1,1597,Bile-duct,1,train
1,2329,Pancreatic,12,train
2,235,Breast,3,train
1,2169,Kidney,8,val
2,2388,Thyroid,17,val
3,1059,Esophagus,6,test
1,2327,Pancreatic,12,train
1,1848,Colon,5,train
1,1522,Adrenal_gland,0,val
3,370,Breast,3,train
2,509,Breast,3,train
3,2295,Ovarian,11,test
3,2682,Colon,5,train
3,1481,Bile-duct,1,train
3,2235,Liver,9,train
2,698,Colon,5,train
3,122,Breast,3,train
1,2236,Liver,9,train
1,1441,Testis,16,train
2,1300,Colon,5,train
1,1856,Colon,5,train
1,1911,Colon,5,val
3,2544,Uterus,18,val
1,716,Breast,3,train
2,73,Breast,3,train
2,825,Bladder,2,test
1,197,Breast,3,train
3,918,Esophagus,6,train
3,631,Breast,3,train
1,2322,Pancreatic,12,val
3,1584,Bladder,2,train
2,255,Breast,3,train
2,1616,Colon,5,train
1,636,Breast,3,test
1,2258,Lung,10,train
1,2160,HeadNeck,7,train
2,1671,Colon,5,train
2,1881,HeadNeck,7,train
3,17,Breast,3,train
3,1505,Bile-duct,1,train
3,1079,Cervix,4,train
3,2302,Ovarian,11,train
1,2389,Prostate,13,train
3,1099,Adrenal_gland,0,train
3,2651,Colon,5,train
2,1840,Esophagus,6,train
1,117,Breast,3,train
1,334,Breast,3,train
3,1533,Bile-duct,1,train
1,131,Breast,3,train
3,272,Breast,3,train
1,1642,Bile-duct,1,train
2,1200,Bile-duct,1,train
2,498,Breast,3,train
3,707,Colon,5,train
3,1152,Esophagus,6,train
2,1075,Esophagus,6,train
2,1938,HeadNeck,7,train
1,1112,Thyroid,17,val
2,1696,Colon,5,train
1,1270,Adrenal_gland,0,train
1,824,Colon,5,train
3,1177,Esophagus,6,test
3,1119,Adrenal_gland,0,val
1,1139,Esophagus,6,train
1,1638,Bile-duct,1,train
1,1089,Skin,14,test
1,2458,Skin,14,val
3,2672,Colon,5,train
1,204,Breast,3,train
3,576,Breast,3,train
1,530,Breast,3,train
3,1021,Skin,14,train
3,2253,Liver,9,val
3,2282,Ovarian,11,train
3,343,Breast,3,train
1,91,Breast,3,train
2,1218,Testis,16,train
3,1554,Bladder,2,val
3,2395,Skin,14,train
3,2151,Kidney,8,val
2,715,Colon,5,train
1,2497,Stomach,15,train
3,1867,Colon,5,train
3,1583,Bladder,2,test
3,464,Breast,3,train
2,1667,Colon,5,train
1,1691,Breast,3,train
1,1993,Colon,5,train
1,1486,Colon,5,train
3,417,Breast,3,train
3,1460,Adrenal_gland,0,train
3,1870,Colon,5,train
2,1376,Adrenal_gland,0,train
2,743,Colon,5,train
3,2703,Colon,5,train
2,2241,Prostate,13,test
3,1240,Cervix,4,test
1,2319,Pancreatic,12,test
3,1960,Esophagus,6,test
2,2435,Colon,5,train
1,1881,Colon,5,train
2,231,Breast,3,train
2,909,Lung,10,test
1,1168,Cervix,4,train
3,1493,Bile-duct,1,test
1,2149,HeadNeck,7,train
2,429,Breast,3,train
1,2503,Stomach,15,test
3,2317,Pancreatic,12,val
3,157,Breast,3,train
1,618,Breast,3,train
1,2602,Colon,5,train
2,1935,HeadNeck,7,train
3,926,Esophagus,6,test
3,1770,Colon,5,train
1,2345,Pancreatic,12,train
1,1969,Colon,5,train
1,785,Colon,5,train
2,1729,Colon,5,train
3,1415,Adrenal_gland,0,train
1,299,Breast,3,train
2,360,Breast,3,train
1,995,Esophagus,6,train
3,572,Breast,3,train
1,273,Breast,3,train
2,873,Esophagus,6,test
2,371,Breast,3,train
3,503,Breast,3,train
1,949,Prostate,13,train
1,1610,Bile-duct,1,train
3,658,Breast,3,train
2,1814,Esophagus,6,val
1,1068,Thyroid,17,train
2,1771,Colon,5,train
3,1674,Cervix,4,test
2,2293,Skin,14,val
1,2637,Colon,5,train
1,1011,Esophagus,6,train
2,659,Breast,3,train
2,2428,Thyroid,17,train
1,759,Colon,5,train
1,1038,Lung,10,val
1,1282,Pancreatic,12,train
2,769,Colon,5,val
1,56,Breast,3,train
3,804,Colon,5,train
1,277,Breast,3,train
3,1652,Breast,3,train
1,2473,Stomach,15,test
1,1981,Colon,5,train
2,2497,Colon,5,train
1,402,Breast,3,train
2,128,Breast,3,train
2,1023,Cervix,4,train
3,2201,Liver,9,train
3,455,Breast,3,train
2,2374,Testis,16,val
3,1112,Adrenal_gland,0,train
1,2086,Esophagus,6,test
1,630,Breast,3,train
3,1196,Adrenal_gland,0,test
3,873,Prostate,13,val
2,1399,Bile-duct,1,train
2,1653,Colon,5,train
1,1151,Cervix,4,train
1,550,Breast,3,val
1,2217,Liver,9,train
1,15,Breast,3,train
1,49,Breast,3,train
3,2492,Thyroid,17,train
2,2226,Prostate,13,test
3,2583,Uterus,18,train
1,2445,Skin,14,test
2,1984,HeadNeck,7,train
3,1051,Esophagus,6,train
2,1091,Esophagus,6,train
2,1910,HeadNeck,7,test
3,2481,Testis,16,val
3,1266,Bile-duct,1,val
3,2648,Colon,5,train
1,2227,Liver,9,train
3,2555,Uterus,18,train
3,2719,Colon,5,train
2,1669,Colon,5,train
3,697,Breast,3,train
1,134,Breast,3,train
2,1452,Bile-duct,1,train
3,2420,Stomach,15,train
3,1916,Colon,5,train
2,2478,Colon,5,train
3,0,Breast,3,train
2,346,Breast,3,train
2,918,Lung,10,val
2,1796,Colon,5,train
2,1565,Cervix,4,train
2,1580,Colon,5,train
3,2513,Thyroid,17,train
3,1598,Bladder,2,val
1,154,Breast,3,train
3,2428,Stomach,15,val
3,1732,Colon,5,val
3,2684,Colon,5,train
3,1395,Colon,5,train
1,2480,Stomach,15,train
2,790,Breast,3,train
2,1293,Bile-duct,1,test
2,2407,Thyroid,17,train
2,965,Skin,14,val
3,500,Breast,3,train
1,984,Esophagus,6,train
1,1661,Bladder,2,test
2,314,Breast,3,train
1,1064,Thyroid,17,train
1,787,Colon,5,val
3,1077,Cervix,4,train
3,684,Breast,3,train
2,663,Breast,3,train
2,493,Breast,3,train
3,2424,Stomach,15,train
2,872,Esophagus,6,train
2,2425,Thyroid,17,train
3,616,Breast,3,train
3,1482,Bile-duct,1,train
1,2289,Ovarian,11,train
1,243,Breast,3,train
1,1965,Colon,5,train
1,363,Breast,3,val
3,824,Lung,10,train
1,2031,Colon,5,train
2,148,Breast,3,train
1,381,Breast,3,train
3,970,Uterus,18,val
1,1197,Adrenal_gland,0,train
3,2437,Stomach,15,train
3,1514,Bile-duct,1,test
2,423,Breast,3,train
1,1035,Lung,10,train
1,1034,Lung,10,train
2,484,Breast,3,train
1,1272,Adrenal_gland,0,val
3,712,Colon,5,train
1,1823,Colon,5,train
3,1719,Colon,5,train
1,46,Breast,3,test
2,1149,Pancreatic,12,train
1,539,Breast,3,train
3,888,Kidney,8,train
2,187,Breast,3,train
2,316,Breast,3,train
1,2304,Ovarian,11,train
2,1548,Breast,3,train
1,265,Breast,3,train
1,1641,Bile-duct,1,train
3,1599,Bladder,2,test
3,2256,Lung,10,train
1,2092,Esophagus,6,val
3,1717,Colon,5,train
2,829,Prostate,13,train
1,261,Breast,3,train
1,755,Colon,5,val
1,680,Breast,3,train
2,721,Colon,5,train
1,1501,Colon,5,train
3,671,Breast,3,train
2,161,Breast,3,train
1,212,Breast,3,train
3,634,Breast,3,train
1,1121,Esophagus,6,train
3,598,Breast,3,train
2,722,Colon,5,train
2,1278,Bile-duct,1,train
3,630,Breast,3,train
1,2024,Colon,5,train
2,592,Breast,3,train
1,1337,Cervix,4,train
3,1195,Adrenal_gland,0,train
2,288,Breast,3,train
1,209,Breast,3,train
1,488,Breast,3,train
1,1217,Adrenal_gland,0,train
3,1666,Cervix,4,train
2,2057,Liver,9,val
2,72,Breast,3,test
2,2453,Colon,5,train
2,2446,Colon,5,train
3,2132,Kidney,8,test
1,2246,Liver,9,train
1,1546,Adrenal_gland,0,train
3,2614,Uterus,18,train
3,514,Breast,3,train
1,2313,Pancreatic,12,val
2,2358,Testis,16,train
2,2418,Thyroid,17,val
2,158,Breast,3,train
3,1230,Cervix,4,test
2,1862,HeadNeck,7,train
2,2433,Colon,5,train
2,406,Breast,3,train
1,791,Colon,5,train
1,1240,Esophagus,6,train
2,502,Breast,3,train
2,463,Breast,3,train
1,1225,Esophagus,6,train
1,116,Breast,3,val
3,1858,Colon,5,train
2,734,Colon,5,train
2,395,Breast,3,train
2,1111,Adrenal_gland,0,val
1,436,Breast,3,train
2,1705,Colon,5,train
2,110,Breast,3,train
3,284,Breast,3,train
3,181,Breast,3,train
2,1991,HeadNeck,7,train
2,351,Breast,3,train
2,1320,Colon,5,train
1,841,Colon,5,train
2,2015,Kidney,8,train
3,1654,Breast,3,train
1,2040,Colon,5,train
1,533,Breast,3,train
1,2171,Kidney,8,val
1,450,Breast,3,train
2,1884,HeadNeck,7,test
1,2588,Uterus,18,train
2,919,Lung,10,val
2,2249,Skin,14,train
3,1338,Bile-duct,1,train
1,757,Colon,5,train
1,2438,Skin,14,train
1,574,Breast,3,train
3,280,Breast,3,train
3,1946,Colon,5,train
3,1976,Esophagus,6,train
2,707,Colon,5,train
2,1403,Bile-duct,1,train
3,676,Breast,3,train
3,2418,Stomach,15,val
3,936,Lung,10,train
1,190,Breast,3,train
1,719,Breast,3,train
1,1362,Cervix,4,train
3,719,Colon,5,train
1,2234,Liver,9,test
2,1382,Adrenal_gland,0,train
3,2484,Thyroid,17,train
1,668,Breast,3,train
1,1557,Adrenal_gland,0,train
2,1457,Bladder,2,train
2,1110,Adrenal_gland,0,train
2,1654,Colon,5,train
3,2659,Colon,5,train
1,2132,HeadNeck,7,train
2,785,Breast,3,train
2,2432,Colon,5,train
3,562,Breast,3,train
3,1637,Breast,3,test
1,1134,Esophagus,6,train
2,2161,Pancreatic,12,val
3,2567,Uterus,18,val
3,239,Breast,3,train
3,553,Breast,3,train
3,1925,Colon,5,train
1,2018,Colon,5,train
2,2397,Thyroid,17,train
1,1425,Testis,16,val
3,558,Breast,3,train
1,2601,Colon,5,train
2,152,Breast,3,train
3,2027,HeadNeck,7,train
2,826,Bladder,2,train
2,1661,Colon,5,train
3,1281,Bile-duct,1,val
3,2686,Colon,5,train
3,1374,Colon,5,train
2,1668,Colon,5,val
1,1115,Esophagus,6,train
2,1973,HeadNeck,7,test
2,577,Breast,3,train
2,1004,Esophagus,6,train
2,2372,Testis,16,train
2,870,Esophagus,6,train
1,2485,Stomach,15,train
2,1022,Esophagus,6,val
2,41,Breast,3,train
1,193,Breast,3,train
2,1027,Cervix,4,train
3,1459,Adrenal_gland,0,train
1,168,Breast,3,train
3,1912,Colon,5,val
1,2212,Liver,9,train
2,738,Colon,5,train
3,1805,Colon,5,train
2,27,Breast,3,train
1,186,Breast,3,train
1,1419,Testis,16,train
2,380,Breast,3,train
3,947,Lung,10,val
3,1570,Bladder,2,val
2,2340,Stomach,15,val
3,86,Breast,3,train
3,950,Lung,10,test
1,78,Breast,3,train
2,362,Breast,3,train
2,2490,Colon,5,train
3,618,Breast,3,train
2,119,Breast,3,train
2,1120,Adrenal_gland,0,train
2,697,Colon,5,train
1,979,Esophagus,6,train
2,129,Breast,3,train
1,571,Breast,3,train
2,1290,Bile-duct,1,train
2,457,Breast,3,train
2,686,Colon,5,train
2,1785,Colon,5,train
2,885,Esophagus,6,test
3,782,Colon,5,train
1,884,Lung,10,test
1,2395,Prostate,13,train
2,1470,Bladder,2,train
2,2278,Skin,14,val
2,25,Breast,3,train
3,1494,Bile-duct,1,train
1,888,Lung,10,train
1,1281,Pancreatic,12,train
1,1324,Cervix,4,train
1,831,Colon,5,train
1,2525,Testis,16,train
3,1701,Colon,5,train
2,1355,Adrenal_gland,0,train
3,2231,Liver,9,val
2,1664,Colon,5,train
3,1894,Colon,5,test
2,1855,HeadNeck,7,train
2,855,Stomach,15,train
3,621,Breast,3,train
3,597,Breast,3,train
3,1895,Colon,5,train
2,1824,Esophagus,6,train
2,218,Breast,3,train
2,1810,Colon,5,train
1,1130,Esophagus,6,train
2,1360,Adrenal_gland,0,train
1,1174,Adrenal_gland,0,train
1,881,Lung,10,train
2,2055,Liver,9,train
3,2620,Uterus,18,train
3,1507,Bile-duct,1,train
2,789,Breast,3,train
2,2417,Thyroid,17,test
1,2634,Colon,5,train
3,254,Breast,3,train
2,1286,Bile-duct,1,train
1,1311,Adrenal_gland,0,train
2,750,Colon,5,train
3,1914,Colon,5,train
3,1888,Colon,5,train
1,2220,Liver,9,train
1,521,Breast,3,train
3,776,Colon,5,train
2,2092,Liver,9,val
3,2538,Uterus,18,test
2,1448,Bile-duct,1,train
1,1215,Adrenal_gland,0,train
2,1072,Adrenal_gland,0,train
2,1754,Colon,5,train
2,2166,Pancreatic,12,test
1,1399,Bile-duct,1,train
1,2411,Prostate,13,train
2,1090,Esophagus,6,test
1,2574,Thyroid,17,train
1,2556,Thyroid,17,train
2,87,Breast,3,train
3,1742,Colon,5,train
3,2537,Uterus,18,test
1,1275,Adrenal_gland,0,train
3,1218,Adrenal_gland,0,train
1,917,Kidney,8,val
2,190,Breast,3,train
2,1899,HeadNeck,7,train
1,2453,Skin,14,val
2,1821,Esophagus,6,train
3,1784,Colon,5,train
3,1526,Bile-duct,1,train
2,1590,Colon,5,train
1,2062,Esophagus,6,train
2,2481,Colon,5,train
1,464,Breast,3,train
2,2100,Liver,9,test
2,60,Breast,3,train
3,1427,Adrenal_gland,0,val
2,441,Breast,3,train
3,1543,Bile-duct,1,train
2,2492,Colon,5,train
2,2323,Stomach,15,test
3,250,Breast,3,train
2,768,Colon,5,train
1,319,Breast,3,train
1,1998,Colon,5,train
3,1952,Esophagus,6,train
3,941,Lung,10,val
1,2383,Prostate,13,train
3,1926,Colon,5,train
1,777,Colon,5,train
2,710,Colon,5,val
3,827,Lung,10,test
2,650,Breast,3,train
3,689,Breast,3,train
2,367,Breast,3,train
1,2542,Thyroid,17,test
1,2223,Liver,9,test
2,1768,Colon,5,train
1,148,Breast,3,train
3,350,Breast,3,train
2,2520,Colon,5,train
3,2696,Colon,5,train
1,810,Colon,5,val
3,698,Breast,3,test
1,1461,Bile-duct,1,test
3,1224,Cervix,4,train
1,2159,HeadNeck,7,train
2,1735,Colon,5,train
2,821,Breast,3,train
2,2031,Kidney,8,val
1,603,Breast,3,train
2,310,Breast,3,train
2,2404,Thyroid,17,train
2,798,Kidney,8,train
1,1622,Bile-duct,1,train
1,1785,Cervix,4,train
3,2343,Prostate,13,train
3,1743,Colon,5,train
1,846,Colon,5,test
1,332,Breast,3,train
3,2639,Colon,5,train
2,206,Breast,3,train
3,2643,Colon,5,train
2,636,Breast,3,train
3,161,Breast,3,train
1,2096,Esophagus,6,train
3,1585,Bladder,2,test
2,546,Breast,3,train
2,1999,HeadNeck,7,train
1,2465,Skin,14,test
1,1150,Cervix,4,train
2,1904,HeadNeck,7,train
2,566,Breast,3,train
3,1707,Colon,5,train
2,2330,Stomach,15,val
1,2151,HeadNeck,7,train
3,1989,HeadNeck,7,train
2,1262,Testis,16,train
3,1420,Adrenal_gland,0,train
3,1758,Colon,5,train
3,1113,Adrenal_gland,0,train
3,19,Breast,3,train
2,19,Breast,3,train
1,1518,Colon,5,train
1,604,Breast,3,train
1,1927,Colon,5,train
3,1047,Esophagus,6,train
2,170,Breast,3,train
2,2053,Liver,9,train
2,1983,HeadNeck,7,train
2,575,Breast,3,train
3,841,Colon,5,train
2,186,Breast,3,train
3,2442,Stomach,15,test
3,1648,Breast,3,train
3,257,Breast,3,train
1,23,Breast,3,train
2,1534,Breast,3,train
3,203,Breast,3,train
1,210,Breast,3,train
2,483,Breast,3,train
3,1944,Colon,5,train
3,1144,Adrenal_gland,0,train
2,37,Breast,3,train
1,1728,Breast,3,train
1,249,Breast,3,train
3,466,Breast,3,train
2,526,Breast,3,train
1,1091,Cervix,4,val
3,861,Bladder,2,train
2,1755,Colon,5,train
2,2506,Colon,5,train
2,925,Lung,10,val
2,1887,HeadNeck,7,val
2,2518,Colon,5,val
2,390,Breast,3,train
1,2619,Colon,5,train
2,2521,Colon,5,train
1,461,Breast,3,train
2,1856,HeadNeck,7,val
1,1602,Bile-duct,1,train
2,254,Breast,3,train
1,1243,Esophagus,6,train
1,2274,Ovarian,11,train
1,214,Breast,3,train
1,1836,Colon,5,train
1,1957,Colon,5,train
1,1516,Colon,5,train
3,1050,Esophagus,6,train
2,760,Colon,5,train
1,417,Breast,3,train
2,1065,Adrenal_gland,0,train
2,625,Breast,3,train
1,1467,Bile-duct,1,train
3,144,Breast,3,train
3,1571,Bladder,2,test
2,2431,Uterus,18,test
3,527,Breast,3,train
1,1741,Breast,3,train
2,762,Colon,5,train
3,863,Prostate,13,val
2,2153,Pancreatic,12,test
1,2262,Lung,10,train
1,792,Colon,5,train
3,1500,Bile-duct,1,train
1,1209,Adrenal_gland,0,train
3,2609,Uterus,18,test
1,594,Breast,3,train
1,505,Breast,3,train
2,2232,Prostate,13,train
2,2062,Liver,9,train
2,1446,Bile-duct,1,val
2,2455,Colon,5,train
1,1947,Colon,5,train
1,1820,Cervix,4,train
3,1439,Adrenal_gland,0,train
1,977,Ovarian,11,train
2,904,Lung,10,train
2,644,Breast,3,train
1,1529,Adrenal_gland,0,train
1,2038,Colon,5,train
1,1360,Cervix,4,train
2,2084,Liver,9,train
1,1057,Lung,10,train
3,2356,Prostate,13,train
3,657,Breast,3,test
3,946,Lung,10,train
1,1761,Cervix,4,test
3,2273,Ovarian,11,train
3,921,Esophagus,6,train
3,1399,Adrenal_gland,0,test
1,475,Breast,3,train
1,2478,Stomach,15,test
3,336,Breast,3,train
3,368,Breast,3,train
2,1350,Adrenal_gland,0,train
3,844,Kidney,8,val
1,467,Breast,3,train
1,2649,Colon,5,train
2,535,Breast,3,train
3,2517,Thyroid,17,train
2,2305,Skin,14,train
1,802,Colon,5,train
2,639,Breast,3,train
2,292,Breast,3,train
1,1737,Breast,3,train
1,836,Colon,5,train
3,152,Breast,3,train
3,2618,Uterus,18,test
1,370,Breast,3,train
3,1822,Colon,5,train
1,1072,Thyroid,17,train
3,589,Breast,3,train
1,2464,Skin,14,train
3,225,Breast,3,train
3,1243,Cervix,4,val
2,2409,Thyroid,17,train
2,2039,Kidney,8,val
3,1937,Colon,5,train
1,244,Breast,3,train
1,2021,Colon,5,train
3,2710,Colon,5,train
1,1416,Testis,16,train
1,1826,Colon,5,train
2,328,Breast,3,val
1,2164,HeadNeck,7,val
2,2224,Prostate,13,val
2,1967,HeadNeck,7,test
2,1801,Colon,5,train
2,777,Lung,10,train
1,834,Colon,5,train
2,1370,Adrenal_gland,0,train
3,2369,Prostate,13,train
2,2146,Ovarian,11,val
2,669,Breast,3,train
1,1762,Cervix,4,train
3,2655,Colon,5,train
2,590,Breast,3,train
3,168,Breast,3,train
3,134,Breast,3,train
1,1632,Bile-duct,1,train
3,1662,Breast,3,train
2,323,Breast,3,train
2,839,Kidney,8,train
1,85,Breast,3,train
1,1975,Colon,5,train
2,812,Kidney,8,test
3,2036,HeadNeck,7,train
1,1260,Esophagus,6,train
2,946,Thyroid,17,train
3,402,Breast,3,train
3,2206,Liver,9,test
1,153,Breast,3,train
3,2297,Ovarian,11,val
3,2066,HeadNeck,7,train
2,94,Breast,3,train
1,2587,Uterus,18,test
1,1084,Thyroid,17,val
3,1886,Colon,5,train
2,2443,Colon,5,train
1,1743,Breast,3,train
1,1076,Thyroid,17,train
1,1203,Adrenal_gland,0,train
1,256,Breast,3,train
3,1480,Bile-duct,1,val
3,452,Breast,3,train
3,2702,Colon,5,train
1,1019,Pancreatic,12,val
2,726,Colon,5,train
1,2531,Testis,16,test
3,1953,Esophagus,6,train
2,689,Colon,5,train
2,1192,Cervix,4,train
1,2091,Esophagus,6,train
3,339,Breast,3,train
3,1875,Colon,5,train
1,2103,HeadNeck,7,test
3,1253,Bile-duct,1,test
2,573,Breast,3,train
1,1941,Colon,5,train
1,1032,Lung,10,train
2,656,Breast,3,train
1,2082,Esophagus,6,val
2,2213,Prostate,13,val
2,480,Breast,3,train
1,429,Breast,3,train
2,2299,Skin,14,test
3,27,Breast,3,train
2,1284,Bile-duct,1,train
3,771,Colon,5,train
1,1422,Testis,16,train
3,1096,Adrenal_gland,0,train
1,1210,Adrenal_gland,0,train
1,2008,Colon,5,train
3,551,Breast,3,train
2,1686,Colon,5,train
2,402,Breast,3,train
2,271,Breast,3,train
3,1807,Colon,5,train
1,2424,Skin,14,train
1,2017,Colon,5,test
2,691,Colon,5,train
1,960,Kidney,8,train
1,1127,Esophagus,6,val
2,2385,Thyroid,17,train
2,895,Lung,10,test
3,708,Colon,5,train
1,2433,Skin,14,train
3,1411,Adrenal_gland,0,train
2,1229,Testis,16,val
3,896,Ovarian,11,train
3,353,Breast,3,train
1,2205,Liver,9,val
2,1377,Adrenal_gland,0,train
3,775,Colon,5,train
1,911,Colon,5,train
1,935,Prostate,13,train
3,1267,Bile-duct,1,test
1,2562,Thyroid,17,train
1,2138,HeadNeck,7,train
3,385,Breast,3,train
3,2186,Liver,9,train
2,305,Breast,3,train
3,2242,Liver,9,train
3,1345,Bile-duct,1,train
1,1017,Esophagus,6,train
2,911,Lung,10,train
2,607,Breast,3,train
1,245,Breast,3,train
1,2492,Stomach,15,train
3,1437,Adrenal_gland,0,train
3,2505,Thyroid,17,val
3,1295,Testis,16,train
2,1852,HeadNeck,7,train
3,1445,Adrenal_gland,0,train
2,1009,Esophagus,6,val
3,472,Breast,3,train
1,2351,Pancreatic,12,test
1,494,Breast,3,train
1,2148,HeadNeck,7,val
2,1546,Breast,3,train
2,241,Breast,3,train
2,1823,Esophagus,6,train
3,147,Breast,3,train
1,1916,Colon,5,train
2,678,Colon,5,train
1,2385,Prostate,13,test
2,382,Breast,3,train
1,704,Breast,3,test
1,1251,Esophagus,6,val
2,643,Breast,3,test
1,907,Breast,3,train
2,358,Breast,3,test
3,2185,Liver,9,test
3,842,Colon,5,train
2,2117,Ovarian,11,val
3,445,Breast,3,train
2,265,Breast,3,train
2,456,Breast,3,train
3,2262,Lung,10,val
3,1980,Esophagus,6,train
1,677,Breast,3,train
2,2468,Colon,5,train
3,2601,Uterus,18,train
3,1333,Bile-duct,1,train
3,2621,Uterus,18,val
2,2038,Kidney,8,train
1,2019,Colon,5,train
3,1802,Colon,5,train
1,2237,Liver,9,val
3,1448,Adrenal_gland,0,train
3,123,Breast,3,train
3,1767,Colon,5,train
1,162,Breast,3,train
2,1704,Colon,5,train
3,2406,Skin,14,train
1,1715,Breast,3,train
1,1005,Esophagus,6,train
2,2383,Thyroid,17,train
3,13,Breast,3,train
1,248,Breast,3,train
2,159,Breast,3,val
1,1901,Colon,5,train
3,1985,Esophagus,6,train
1,1712,Breast,3,train
2,1833,Esophagus,6,train
3,2183,Liver,9,train
2,1666,Colon,5,val
1,1977,Colon,5,train
2,2200,Pancreatic,12,train
1,1113,Thyroid,17,train
2,778,Lung,10,train
1,2106,HeadNeck,7,train
1,14,Breast,3,train
3,1193,Adrenal_gland,0,train
3,432,Breast,3,train
3,2192,Liver,9,test
3,2228,Liver,9,train
3,2573,Uterus,18,train
1,880,Lung,10,train
1,16,Breast,3,train
2,572,Breast,3,train
2,2186,Pancreatic,12,val
2,1327,Colon,5,train
3,2113,HeadNeck,7,train
1,119,Breast,3,train
1,1844,Colon,5,train
3,659,Breast,3,train
3,11,Breast,3,train
1,2051,Colon,5,train
1,883,Lung,10,train
1,1446,Bile-duct,1,train
2,188,Breast,3,train
1,1304,Adrenal_gland,0,train
2,941,Thyroid,17,test
3,2604,Uterus,18,train
3,502,Breast,3,train
2,963,Skin,14,train
1,123,Breast,3,val
1,1230,Esophagus,6,train
1,1552,Adrenal_gland,0,val
1,2061,Esophagus,6,train
3,1812,Colon,5,train
1,1779,Cervix,4,train
2,1684,Colon,5,train
2,258,Breast,3,train
3,218,Breast,3,train
1,1819,Cervix,4,val
2,2089,Liver,9,train
3,2093,HeadNeck,7,train
1,1651,Bile-duct,1,train
1,101,Breast,3,train
2,1835,Esophagus,6,val
1,595,Breast,3,train
2,91,Breast,3,train
1,1717,Breast,3,train
3,1873,Colon,5,train
3,1272,Bile-duct,1,train
3,2706,Colon,5,train
